business_id,business_name,customer_radius_km,customer_type,supplier_dependency,seasonality,main_operational_risks,key_demand_indicators
BUS00884,Cafe - Unit 0884,8.4,Government/Institutional Contracts,Single supplier - high dependency,Year-end/New Year spike,Currency/import cost fluctuation; Perishable inventory spoilage,Online order volume trend; Agricultural output in surrounding region; Average transaction value trend
BUS00885,Textile Manufacturer - Unit 0885,8.5,Mixed Retail & Wholesale,Single supplier - high dependency,Wedding season peak (Nov-Feb),Power/utility disruptions; Currency/import cost fluctuation; Limited access to working capital credit,Competitor density in radius; Online order volume trend
BUS00886,Grocery Wholesaler - Unit 0886,4.5,Institutional (Schools/Offices),Diversified supplier base - low dependency,Harvest-season dependent,Raw material price volatility; Power/utility disruptions,Foot traffic count; Agricultural output in surrounding region
BUS00887,Salon & Spa - Unit 0887,8,Government/Institutional Contracts,Import-dependent supply chain,Wedding season peak (Nov-Feb),Seasonal cash flow gaps; Logistics and last-mile delivery cost; Power/utility disruptions,Social media engagement/reviews; Local employment rate
BUS00888,Clothing Boutique - Unit 0888,26.4,Retail - Walk-in,Seasonal supplier contracts,Harvest-season dependent,Currency/import cost fluctuation; Power/utility disruptions,Local employment rate; Competitor density in radius
BUS00889,Grocery Wholesaler - Unit 0889,1.9,Retail - Repeat/Loyalty,Import-dependent supply chain,Summer peak (Apr-Jun),Currency/import cost fluctuation; Logistics and last-mile delivery cost,School/college enrollment nearby; Seasonal festival calendar; Social media engagement/reviews
BUS00890,Electronics Retailer - Unit 0890,6.2,Retail - Repeat/Loyalty,Single supplier - high dependency,Harvest-season dependent,Currency/import cost fluctuation; Logistics and last-mile delivery cost,Foot traffic count; Local construction/real estate activity
BUS00891,Cloud Kitchen - Unit 0891,23.4,Retail - Repeat/Loyalty,Seasonal supplier contracts,Harvest-season dependent,Limited access to working capital credit; Seasonal cash flow gaps,School/college enrollment nearby; Agricultural output in surrounding region; Competitor density in radius
BUS00892,Electronics Retailer - Unit 0892,3.2,B2B - Regional Distributors,Diversified supplier base - low dependency,Monsoon-dependent (Jun-Sep),Limited access to working capital credit; Power/utility disruptions,School/college enrollment nearby; Foot traffic count; Seasonal festival calendar
BUS00893,Restaurant - Unit 0893,2.1,Retail - Repeat/Loyalty,Single supplier - high dependency,Year-end/New Year spike,Dependence on single supplier; Seasonal cash flow gaps,Seasonal festival calendar; Local population growth; Repeat customer rate
BUS00894,Restaurant - Unit 0894,17.1,B2B - Regional Distributors,Self-sourced/in-house production,Stable year-round demand,Raw material price volatility; Power/utility disruptions; Dependence on single supplier,School/college enrollment nearby; Repeat customer rate; Online order volume trend
BUS00895,Sweet Shop - Unit 0895,9.5,Online/E-commerce,Import-dependent supply chain,Year-end/New Year spike,Seasonal cash flow gaps; Perishable inventory spoilage,Local population growth; School/college enrollment nearby
BUS00896,Bookstore - Unit 0896,28.5,Retail - Repeat/Loyalty,Diversified supplier base - low dependency,Wedding season peak (Nov-Feb),Logistics and last-mile delivery cost; Limited access to working capital credit; Delayed customer payments (B2B),Local population growth; Social media engagement/reviews
BUS00897,Laundry Service - Unit 0897,5.9,B2B - Regional Distributors,Seasonal supplier contracts,High demand Oct-Dec (festive season),Delayed customer payments (B2B); Limited access to working capital credit,Online order volume trend; Competitor density in radius
BUS00898,Auto Repair Shop - Unit 0898,2.4,B2B - Local Businesses,2-3 suppliers - moderate dependency,Stable year-round demand,Perishable inventory spoilage; Limited access to working capital credit,Online order volume trend; Repeat customer rate; Competitor density in radius
BUS00899,Cloud Kitchen - Unit 0899,21.2,Mixed Retail & Wholesale,Import-dependent supply chain,Year-end/New Year spike,Delayed customer payments (B2B); Power/utility disruptions; High employee attrition,Local population growth; Online order volume trend; Seasonal festival calendar
BUS00900,Fitness Studio - Unit 0900,1,Institutional (Schools/Offices),2-3 suppliers - moderate dependency,Monsoon-dependent (Jun-Sep),Power/utility disruptions; Competition from larger chains; Limited access to working capital credit,Competitor density in radius; Local construction/real estate activity; Repeat customer rate
BUS00901,Cafe - Unit 0901,9.7,Online/E-commerce,Diversified supplier base - low dependency,Stable year-round demand,Seasonal cash flow gaps; Raw material price volatility; Delayed customer payments (B2B),Local construction/real estate activity; Local employment rate; Seasonal festival calendar
BUS00902,Cafe - Unit 0902,18.8,Retail - Walk-in,Single supplier - high dependency,Summer peak (Apr-Jun),Power/utility disruptions; Seasonal cash flow gaps; Regulatory/licensing compliance burden,Repeat customer rate; Online order volume trend
BUS00903,Sweet Shop - Unit 0903,6.6,Online/E-commerce,Single supplier - high dependency,High demand Oct-Dec (festive season),Limited access to working capital credit; Raw material price volatility; Regulatory/licensing compliance burden,Average transaction value trend; Local construction/real estate activity
BUS00904,Event Planning Service - Unit 0904,8.1,Government/Institutional Contracts,Single supplier - high dependency,Harvest-season dependent,Logistics and last-mile delivery cost; High employee attrition; Delayed customer payments (B2B),Repeat customer rate; Social media engagement/reviews
BUS00905,Hardware Store - Unit 0905,29.5,Retail - Repeat/Loyalty,Seasonal supplier contracts,Harvest-season dependent,Regulatory/licensing compliance burden; Limited access to working capital credit; High employee attrition,Foot traffic count; Average transaction value trend
BUS00906,Mobile Repair Shop - Unit 0906,0.6,Wholesale Bulk Buyers,Single supplier - high dependency,Stable year-round demand,Seasonal cash flow gaps; Logistics and last-mile delivery cost; Regulatory/licensing compliance burden,Online order volume trend; Local construction/real estate activity; Foot traffic count
BUS00907,Dairy & Milk Supplier - Unit 0907,0.5,Retail - Walk-in,Self-sourced/in-house production,"Back-to-school peak (Jun, Jan)",Power/utility disruptions; Raw material price volatility,Competitor density in radius; School/college enrollment nearby
BUS00908,Kirana Store - Unit 0908,1,Wholesale Bulk Buyers,Import-dependent supply chain,"Back-to-school peak (Jun, Jan)",Regulatory/licensing compliance burden; Limited access to working capital credit; Power/utility disruptions,Social media engagement/reviews; Competitor density in radius
BUS00909,Mobile Repair Shop - Unit 0909,20.5,Institutional (Schools/Offices),Import-dependent supply chain,Year-end/New Year spike,Currency/import cost fluctuation; Dependence on single supplier; Regulatory/licensing compliance burden,Foot traffic count; Online order volume trend
BUS00910,Pharmacy - Unit 0910,0.4,Online/E-commerce,Import-dependent supply chain,Harvest-season dependent,Seasonal cash flow gaps; Dependence on single supplier,Agricultural output in surrounding region; Competitor density in radius
BUS00911,Agri Input Dealer - Unit 0911,23.9,Retail - Walk-in,Diversified supplier base - low dependency,High demand Oct-Dec (festive season),Raw material price volatility; Perishable inventory spoilage,Seasonal festival calendar; Competitor density in radius
BUS00912,Cloud Kitchen - Unit 0912,27.9,Wholesale Bulk Buyers,Diversified supplier base - low dependency,Summer peak (Apr-Jun),Logistics and last-mile delivery cost; Competition from larger chains,Local population growth; Competitor density in radius
BUS00913,Plastic Goods Manufacturer - Unit 0913,2.2,Wholesale Bulk Buyers,Import-dependent supply chain,Year-end/New Year spike,Delayed customer payments (B2B); Limited access to working capital credit,Local construction/real estate activity; Average transaction value trend
BUS00914,Sweet Shop - Unit 0914,17.9,Online/E-commerce,Import-dependent supply chain,Year-end/New Year spike,Dependence on single supplier; Perishable inventory spoilage,Agricultural output in surrounding region; Repeat customer rate; Competitor density in radius
BUS00915,Textile Manufacturer - Unit 0915,3.2,B2B - Regional Distributors,Import-dependent supply chain,Stable year-round demand,Competition from larger chains; Raw material price volatility,Foot traffic count; School/college enrollment nearby
BUS00916,Clothing Boutique - Unit 0916,16.9,B2B - Regional Distributors,Self-sourced/in-house production,Stable year-round demand,High employee attrition; Logistics and last-mile delivery cost; Delayed customer payments (B2B),Seasonal festival calendar; Average transaction value trend; Local population growth
BUS00917,Plastic Goods Manufacturer - Unit 0917,16.8,B2B - Local Businesses,2-3 suppliers - moderate dependency,Wedding season peak (Nov-Feb),Competition from larger chains; Logistics and last-mile delivery cost; Delayed customer payments (B2B),Local employment rate; Online order volume trend
BUS00918,Restaurant - Unit 0918,4.8,Institutional (Schools/Offices),Seasonal supplier contracts,Stable year-round demand,Competition from larger chains; Dependence on single supplier,Online order volume trend; Foot traffic count
BUS00919,Packaging Unit - Unit 0919,13.1,Retail - Walk-in,Self-sourced/in-house production,"Low seasonality, weekday/weekend variation only",Regulatory/licensing compliance burden; Perishable inventory spoilage; Dependence on single supplier,Competitor density in radius; Local employment rate
BUS00920,Clothing Boutique - Unit 0920,1.9,Wholesale Bulk Buyers,Seasonal supplier contracts,Wedding season peak (Nov-Feb),Competition from larger chains; Perishable inventory spoilage,Repeat customer rate; Foot traffic count; Local employment rate
BUS00921,Laundry Service - Unit 0921,8.8,B2B - Regional Distributors,Self-sourced/in-house production,Summer peak (Apr-Jun),Delayed customer payments (B2B); Logistics and last-mile delivery cost; Competition from larger chains,Repeat customer rate; School/college enrollment nearby; Foot traffic count
BUS00922,Vegetable Vendor - Unit 0922,3.6,B2B - Regional Distributors,Single supplier - high dependency,High demand Oct-Dec (festive season),Logistics and last-mile delivery cost; Perishable inventory spoilage,Repeat customer rate; Social media engagement/reviews
BUS00923,Auto Repair Shop - Unit 0923,4.5,Wholesale Bulk Buyers,Self-sourced/in-house production,Harvest-season dependent,High employee attrition; Perishable inventory spoilage,Online order volume trend; Local population growth; Agricultural output in surrounding region
BUS00924,Stationery Shop - Unit 0924,5.4,Institutional (Schools/Offices),Import-dependent supply chain,High demand Oct-Dec (festive season),Seasonal cash flow gaps; Delayed customer payments (B2B),Agricultural output in surrounding region; Seasonal festival calendar; Online order volume trend
